0,78.0362,15.7625
1,78.0362,15.7625
2,78.0362,15.7625
3,78.0362,15.7625
4,78.0362,15.7625
5,78.0362,15.7625
6,78.0362,15.7625
7,78.0362,15.7625
8,78.0362,15.7625
9,78.0362,15.7625
10,78.0362,15.7625
11,78.0362,15.7625
12,78.0362,15.7625
13,78.0362,15.7625
14,78.0362,15.7625
15,78.0362,15.7625
16,78.0362,15.7625
17,78.0362,15.7625
18,78.0362,15.7625
19,78.0363,15.7625
20,78.0363,15.7625
21,78.0363,15.7625
22,78.0363,15.7625
23,78.0363,15.7625
24,78.0363,15.7625
25,78.0363,15.7625
26,78.0363,15.7625
27,78.0363,15.7625
28,78.0363,15.7625
29,78.0363,15.7625
30,78.0363,15.7625
31,78.0363,15.7625
32,78.0363,15.7625
33,78.0364,15.7625
34,78.0364,15.7625
35,78.0364,15.7625
36,78.0364,15.7625
37,78.0363,15.7625
38,78.0363,15.7625
39,78.0363,15.7625
40,78.0363,15.7625
41,78.0363,15.7625
42,78.0363,15.7625
43,78.0363,15.7625
44,78.0363,15.7625
45,78.0363,15.7625
46,78.0363,15.7625
47,78.0363,15.7625
48,78.0364,15.7625
49,78.0364,15.7625
50,78.0364,15.7625
51,78.0364,15.7625
52,78.0364,15.7625
53,78.0364,15.7625
54,78.0364,15.7625
55,78.0364,15.7625
56,78.0364,15.7626
57,78.0364,15.7626
58,78.0364,15.7626
59,78.0364,15.7626
60,78.0364,15.7626
61,78.0364,15.7626
62,78.0364,15.7626
63,78.0365,15.7626
64,78.0365,15.7626
65,78.0365,15.7626
66,78.0365,15.7626
67,78.0365,15.7626
68,78.0365,15.7626
69,78.0365,15.7626
70,78.0365,15.7626
71,78.0365,15.7626
72,78.0365,15.7626
73,78.0365,15.7626
74,78.0365,15.7626
75,78.0366,15.7626
76,78.0366,15.7626
77,78.0366,15.7626
78,78.0366,15.7626
79,78.0366,15.7626
80,78.0366,15.7626
81,78.0366,15.7626
82,78.0366,15.7626
83,78.0366,15.7626
84,78.0366,15.7626
85,78.0366,15.7626
86,78.0366,15.7626
87,78.0367,15.7626
88,78.0367,15.7626
89,78.0367,15.7626
90,78.0367,15.7626
91,78.0367,15.7626
92,78.0367,15.7626
93,78.0367,15.7626
94,78.0367,15.7626
95,78.0367,15.7627
96,78.0367,15.7627
97,78.0368,15.7627
98,78.0368,15.7627
99,78.0368,15.7627
100,78.0368,15.7627
101,78.0368,15.7627
102,78.0368,15.7627
103,78.0368,15.7627
104,78.0368,15.7627
105,78.0368,15.7627
106,78.0368,15.7627
107,78.0368,15.7627
108,78.0368,15.7627
109,78.0369,15.7627
110,78.0369,15.7627
111,78.0369,15.7627
112,78.0369,15.7627
113,78.0369,15.7627
114,78.0369,15.7627
115,78.0369,15.7627
116,78.0369,15.7627
117,78.037,15.7627
118,78.037,15.7627
119,78.037,15.7627
120,78.037,15.7627
121,78.037,15.7627
122,78.037,15.7627
123,78.0371,15.7627
124,78.0371,15.7627
125,78.0371,15.7627
126,78.0371,15.7627
127,78.0371,15.7627
128,78.0372,15.7627
129,78.0372,15.7627
130,78.0372,15.7627
131,78.0372,15.7627
132,78.0372,15.7627
133,78.0372,15.7627
134,78.0372,15.7627
135,78.0372,15.7627
136,78.0372,15.7627
137,78.0372,15.7627
138,78.0372,15.7627
139,78.0372,15.7627
140,78.0372,15.7627
141,78.0372,15.7627
142,78.0373,15.7627
143,78.0373,15.7627
144,78.0373,15.7627
145,78.0373,15.7627
146,78.0373,15.7627
147,78.0373,15.7627
148,78.0373,15.7627
149,78.0373,15.7627
150,78.0373,15.7627
151,78.0374,15.7627
152,78.0374,15.7627
153,78.0374,15.7627
154,78.0374,15.7627
155,78.0374,15.7627
156,78.0375,15.7627
157,78.0375,15.7626
158,78.0375,15.7626
